Authors	Journal	PMID	Pages	Volume	Year	Citation	Title	PMCID
SE Celniker, LA Dillon, MB Gerstein, KC Gunsalus, S Henikoff, GH Karpen, M Kellis, EC Lai, JD Lieb, DM MacAlpine, G Micklem, F Piano, M Snyder, L Stein, KP White, RH Waterston, modENCODE Consortium	Nature	19536255	927-30	459	2009	(2009). <i>Nature</i>&nbsp;459:927-30.	Unlocking the secrets of the genome.	PMC2843545
Y Xia, EA Franzosa, MB Gerstein	PLoS Comput Biol	19521505	e1000413	5	2009	(2009). <i>PLoS Comput Biol</i>&nbsp;5:e1000413.	Integrated assessment of genomic correlates of protein evolutionary rate.	PMC2688033
L Ni, C Bruce, C Hart, J Leigh-Bell, D Gelperin, L Umansky, MB Gerstein, M Snyder	Genes Dev	19487574	1351-63	23	2009	(2009). <i>Genes Dev</i>&nbsp;23:1351-63.	Dynamic and complex transcription factor binding during an inducible response in yeast.	PMC2701586
N Bhardwaj, M Gerstein	Protein Sci	19472340	1230-40	18	2009	(2009). <i>Protein Sci</i>&nbsp;18:1230-40.	Relating protein conformational changes to packing efficiency and disorder.	PMC2774433
M Snyder, S Weissman, M Gerstein	Mol Syst Biol	19455137	273	5	2009	(2009). <i>Mol Syst Biol</i>&nbsp;5:273.	Personal phenotypes to go with personal genomes.	PMC2694681
C Cheng, LM Li, P Alves, M Gerstein	BMC Genomics	19442316	225	10	2009	(2009). <i>BMC Genomics</i>&nbsp;10:225.	Systematic identification of transcription factors associated with patient survival in cancers.	PMC2686740
Y Mishima, C Abreu-Goodger, AA Staton, C Stahlhut, C Shou, C Cheng, M Gerstein, AJ Enright, AJ Giraldez	Genes Dev	19240126	619-32	23	2009	(2009). <i>Genes Dev</i>&nbsp;23:619-32.	Zebrafish miR-1 and miR-133 shape muscle gene expression and regulate sarcomeric actin organization.	PMC2658521
JO Korbel, A Abyzov, XJ Mu, N Carriero, P Cayting, Z Zhang, M Snyder, MB Gerstein	Genome Biol	19236709	R23	10	2010	(2010). <i>Genome Biol</i>&nbsp;10:R23.	PEMer: a computational framework with simulation-based error models for inferring genomic structural variants from massive paired-end sequencing data.	PMC2688268
KS Keating, SC Flores, MB Gerstein, LA Kuhn	Protein Sci	19180449	359-71	18	2009	(2009). <i>Protein Sci</i>&nbsp;18:359-71.	StoneHinge: hinge prediction by network analysis of individual protein structures.	PMC2708048
TA Gianoulis, J Raes, PV Patel, R Bjornson, JO Korbel, I Letunic, T Yamada, A Paccanaro, LJ Jensen, M Snyder, P Bork, MB Gerstein	Proc Natl Acad Sci U S A	19164758	1374-9	106	2009	(2009). <i>Proc Natl Acad Sci U S A</i>&nbsp;106:1374-9.	Quantifying environmental adaptation of metabolic pathways in metagenomics.	PMC2629784
P Lefran&#231;ois, GM Euskirchen, RK Auerbach, J Rozowsky, T Gibson, CM Yellman, M Gerstein, M Snyder	BMC Genomics	19159457	37	10	2009	(2009). <i>BMC Genomics</i>&nbsp;10:37.	Efficient yeast ChIP-Seq using multiplex short-read DNA sequencing.	PMC2656530
F Demichelis, SR Setlur, R Beroukhim, S Perner, JO Korbel, CJ Lafargue, D Pflueger, C Pina, MD Hofer, A Sboner, MA Svensson, DS Rickman, A Urban, M Snyder, M Meyerson, C Lee, MB Gerstein, R Kuefer, MA Rubin	Genes Chromosomes Cancer	19156837	366-80	48	2009	(2009). <i>Genes Chromosomes Cancer</i>&nbsp;48:366-80.	Distinct genomic aberrations associated with ERG rearranged prostate cancer.	PMC2674964
X Zhang, Z Lian, C Padden, MB Gerstein, J Rozowsky, M Snyder, TR Gingeras, P Kapranov, SM Weissman, PE Newburger	Blood	19144990	2526-34	113	2009	(2009). <i>Blood</i>&nbsp;113:2526-34.	A myelopoiesis-associated regulatory intergenic noncoding RNA transcript within the human HOXA cluster.	PMC2656274
S Balasubramanian, D Zheng, YJ Liu, G Fang, A Frankish, N Carriero, R Robilotto, P Cayting, M Gerstein	Genome Biol	19123937	R2	10	2009	(2009). <i>Genome Biol</i>&nbsp;10:R2.	Comparative analysis of processed ribosomal protein pseudogenes in four mammalian genomes.	PMC2687790
J Rozowsky, G Euskirchen, RK Auerbach, ZD Zhang, T Gibson, R Bjornson, N Carriero, M Snyder, MB Gerstein	Nat Biotechnol	19122651	66-75	27	2009	(2009). <i>Nat Biotechnol</i>&nbsp;27:66-75.	PeakSeq enables systematic scoring of ChIP-seq experiments relative to controls.	PMC2924752
SC Popescu, GV Popescu, S Bachan, Z Zhang, M Gerstein, M Snyder, SP Dinesh-Kumar	Genes Dev	19095804	80-92	23	2009	(2009). <i>Genes Dev</i>&nbsp;23:80-92.	MAPK target networks in Arabidopsis thaliana revealed using functional protein microarrays.	PMC2632172
LY Wang, A Abyzov, JO Korbel, M Snyder, M Gerstein	Genome Res	19037015	106-17	19	2009	(2009). <i>Genome Res</i>&nbsp;19:106-17.	MSB: a mean-shift-based approach for the analysis of structural variation in the genome.	PMC2612956
Z Wang, M Gerstein, M Snyder	Nat Rev Genet	19015660	57-63	10	2008	(2008). <i>Nat Rev Genet</i>&nbsp;10:57-63.	RNA-Seq: a revolutionary tool for transcriptomics.	PMC2949280
KY Yip, M Gerstein	Bioinformatics	19015141	243-50	25	2009	(2009). <i>Bioinformatics</i>&nbsp;25:243-50.	Training set expansion: an approach to improving the reconstruction of biological networks from limited and uneven reliable interactions.	PMC2639005
HY Lam, E Khurana, G Fang, P Cayting, N Carriero, KH Cheung, MB Gerstein	Nucleic Acids Res	18957444	D738-43	37	2008	(2008). <i>Nucleic Acids Res</i>&nbsp;37:D738-43.	Pseudofam: the pseudogene families database.	PMC2686518
M Seringhaus, J Rozowsky, T Royce, U Nagalakshmi, J Jee, M Snyder, M Gerstein	BMC Genomics	19117516	635	9	2009	(2009). <i>BMC Genomics</i>&nbsp;9:635.	Mismatch oligonucleotides in human and yeast: guidelines for probe design on tiling microarrays.	PMC2642824
AY Yam, Y Xia, HT Lin, A Burlingame, M Gerstein, J Frydman	Nat Struct Mol Biol	19011634	1255-62	15	2008	(2008). <i>Nat Struct Mol Biol</i>&nbsp;15:1255-62.	Defining the TRiC/CCT interactome links chaperonin function to stabilization of newly made proteins with complex topologies.	PMC2658641
D Greenbaum, J Du, M Gerstein	Am J Bioeth	19003717	71-4	8	2008	(2008). <i>Am J Bioeth</i>&nbsp;8:71-4.	Genomic anonymity: have we already lost it?	
Y Hasin, T Olender, M Khen, C Gonzaga-Jauregui, PM Kim, AE Urban, M Snyder, MB Gerstein, D Lancet, JO Korbel	PLoS Genet	18989455	e1000249	4	2008	(2008). <i>PLoS Genet</i>&nbsp;4:e1000249.	High-resolution copy-number variation map reflects human olfactory receptor diversity and evolution.	PMC2570968
PM Kim, HY Lam, AE Urban, JO Korbel, J Affourtit, F Grubert, X Chen, S Weissman, M Snyder, MB Gerstein	Genome Res	18842824	1865-74	18	2008	(2008). <i>Genome Res</i>&nbsp;18:1865-74.	Analysis of copy number variants and segmental duplications in the human genome: Evidence for a change in the process of formation in recent evolutionary history.	PMC2593581
ZD Zhang, J Rozowsky, M Snyder, J Chang, M Gerstein	PLoS Comput Biol	18725927	e1000158	4	2008	(2008). <i>PLoS Comput Biol</i>&nbsp;4:e1000158.	Modeling ChIP sequencing in silico with applications.	PMC2507756
R Sasidharan, A Smith, M Gerstein	PLoS One	18628944	e2726	3	2008	(2008). <i>PLoS One</i>&nbsp;3:e2726.	Transmembrane protein oxygen content and compartmentalization of cells.	PMC2443287
A Rzhetsky, M Seringhaus, M Gerstein	Cell	18614002	9-13	134	2008	(2008). <i>Cell</i>&nbsp;134:9-13.	Seeking a new biology through text mining.	PMC2735884
R Sasidharan, M Gerstein	Nature	18528383	729-31	453	2008	(2008). <i>Nature</i>&nbsp;453:729-31.	Genomics: protein fossils live on as RNA.	
JO Korbel, PM Kim, X Chen, AE Urban, S Weissman, M Snyder, MB Gerstein	Curr Opin Struct Biol	18511261	366-74	18	2008	(2008). <i>Curr Opin Struct Biol</i>&nbsp;18:366-74.	The current excitement about copy-number variation: how it relates to gene duplications and protein families.	PMC2577873
YJ Huang, D Hang, LJ Lu, L Tong, MB Gerstein, GT Montelione	Mol Cell Proteomics	18487680	2048-60	7	2008	(2008). <i>Mol Cell Proteomics</i>&nbsp;7:2048-60.	Targeting the human cancer pathway protein interaction network by structural genomics.	PMC2559933
Z Lian, A Karpikov, J Lian, MC Mahajan, S Hartman, M Gerstein, M Snyder, SM Weissman	Genome Res	18487515	1224-37	18	2008	(2008). <i>Genome Res</i>&nbsp;18:1224-37.	A genomic analysis of RNA polymerase II modification and chromatin architecture related to 3' end RNA polyadenylation.	PMC2493437
KD Mertz, F Demichelis, A Sboner, MS Hirsch, P Dal Cin, K Struckmann, M Storz, S Scherrer, DM Schmid, RT Strebel, NM Probst-Hensch, M Gerstein, H Moch, MA Rubin	Int J Cancer	18478571	569-76	123	2008	(2008). <i>Int J Cancer</i>&nbsp;123:569-76.	Association of cytokeratin 7 and 19 expression with genomic stability and favorable prognosis in clear cell renal cell cancer.	
U Nagalakshmi, Z Wang, K Waern, C Shou, D Raha, M Gerstein, M Snyder	Science	18451266	1344-9	320	2008	(2008). <i>Science</i>&nbsp;320:1344-9.	The transcriptional landscape of the yeast genome defined by RNA sequencing.	PMC2951732
SC Flores, KS Keating, J Painter, F Morcos, K Nguyen, EA Merritt, LA Kuhn, MB Gerstein	Proteins	18433058	299-319	73	2008	(2008). <i>Proteins</i>&nbsp;73:299-319.	HingeMaster: normal mode hinge prediction approach and integration of complementary predictors.	
ZD Zhang, G Weinstock, M Gerstein	J Mol Evol	18414925	446-56	66	2008	(2008). <i>J Mol Evol</i>&nbsp;66:446-56.	Rapid evolution by positive Darwinian selection in T-cell antigen CD4 in primates.	
PE Bourne, JL Fink, M Gerstein	PLoS Comput Biol	18369428	e1000037	4	2008	(2008). <i>PLoS Comput Biol</i>&nbsp;4:e1000037.	Open access: taking full advantage of the content.	PMC2275780
PM Kim, A Sboner, Y Xia, M Gerstein	Mol Syst Biol	18364713	179	4	2008	(2008). <i>Mol Syst Biol</i>&nbsp;4:179.	The role of disorder in interaction networks: a structural analysis.	PMC2290937
M Seringhaus, M Gerstein	FEBS Lett	18328823	1170	582	2008	(2008). <i>FEBS Lett</i>&nbsp;582:1170.	Manually structured digital abstracts: a scaffold for automatic text mining.	
DS Johnson, W Li, DB Gordon, A Bhattacharjee, B Curry, J Ghosh, L Brizuela, JS Carroll, M Brown, P Flicek, CM Koch, I Dunham, M Bieda, X Xu, PJ Farnham, P Kapranov, DA Nix, TR Gingeras, X Zhang, H Holster, N Jiang, RD Green, JS Song, SA McCuine, E Anton, L Nguyen, ND Trinklein, Z Ye, K Ching, D Hawkins, B Ren, PC Scacheri, J Rozowsky, A Karpikov, G Euskirchen, S Weissman, M Gerstein, M Snyder, A Yang, Z Moqtaderi, H Hirsch, HP Shulha, Y Fu, Z Weng, K Struhl, RM Myers, JD Lieb, XS Liu	Genome Res	18258921	393-403	18	2008	(2008). <i>Genome Res</i>&nbsp;18:393-403.	Systematic evaluation of variability in ChIP-chip experiments using predefined DNA targets.	PMC2259103
MR Seringhaus, PD Cayting, MB Gerstein	Genome Biol	18254929	401	9	2010	(2010). <i>Genome Biol</i>&nbsp;9:401.	Uncovering trends in gene naming.	PMC2395243
JQ Wu, J Du, J Rozowsky, Z Zhang, AE Urban, G Euskirchen, S Weissman, M Gerstein, M Snyder	Genome Biol	18173853	R3	9	2010	(2010). <i>Genome Biol</i>&nbsp;9:R3.	Systematic analysis of transcribed loci in ENCODE regions using RACE sequencing reveals extensive transcription in the human genome.	PMC2395237
ZD Zhang, P Cayting, G Weinstock, M Gerstein	Mol Biol Evol	18065488	131-43	25	2008	(2008). <i>Mol Biol Evol</i>&nbsp;25:131-43.	Analysis of nuclear receptor pseudogenes in vertebrates: how the silent tell their stories.	
KY Yip, P Patel, PM Kim, DM Engelman, D McDermott, M Gerstein	Bioinformatics	18056067	290-2	24	2008	(2008). <i>Bioinformatics</i>&nbsp;24:290-2.	An integrated system for studying residue coevolution in proteins.	
PM Kim, JO Korbel, MB Gerstein	Proc Natl Acad Sci U S A	18077332	20274-9	104	2007	(2007). <i>Proc Natl Acad Sci U S A</i>&nbsp;104:20274-9.	Positive selection at the protein network periphery: evaluation in terms of structural constraints and cellular context.	PMC2154421
SR Setlur, TE Royce, A Sboner, JM Mosquera, F Demichelis, MD Hofer, KD Mertz, M Gerstein, MA Rubin	Cancer Res	17974971	10296-303	67	2007	(2007). <i>Cancer Res</i>&nbsp;67:10296-303.	Integrative microarray analysis of pathways dysregulated in metastatic prostate cancer.	
A Smith, K Cheung, M Krauthammer, M Schultz, M Gerstein	Bioinformatics	17923450	3073-9	23	2007	(2007). <i>Bioinformatics</i>&nbsp;23:3073-9.	Leveraging the structure of the Semantic Web to enhance information retrieval for proteomics.	
AJ McClellan, Y Xia, AM Deutschbauer, RW Davis, M Gerstein, J Frydman	Cell	17923092	121-35	131	2007	(2007). <i>Cell</i>&nbsp;131:121-35.	Diverse cellular functions of the Hsp90 molecular chaperone uncovered using systems approaches.	
JO Korbel, AE Urban, JP Affourtit, B Godwin, F Grubert, JF Simons, PM Kim, D Palejev, NJ Carriero, L Du, BE Taillon, Z Chen, A Tanzer, AC Saunders, J Chi, F Yang, NP Carter, ME Hurles, SM Weissman, TT Harkins, MB Gerstein, M Egholm, M Snyder	Science	17901297	420-6	318	2007	(2007). <i>Science</i>&nbsp;318:420-6.	Paired-end mapping reveals extensive structural variation in the human genome.	PMC2674581
EZ Yu, AE Burba, M Gerstein	BMC Bioinformatics	17718915	309	8	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8:309.	PARE: a tool for comparing protein abundance and mRNA expression data.	PMC2000916
AR Borneman, TA Gianoulis, ZD Zhang, H Yu, J Rozowsky, MR Seringhaus, LY Wang, M Gerstein, M Snyder	Science	17690298	815-9	317	2007	(2007). <i>Science</i>&nbsp;317:815-9.	Divergence of transcription factor binding sites across related yeast species.	
S Orchard, L Salwinski, S Kerrien, L Montecchi-Palazzi, M Oesterheld, V St&#252;mpflen, A Ceol, A Chatr-aryamontri, J Armstrong, P Woollard, JJ Salama, S Moore, J Wojcik, GD Bader, M Vidal, ME Cusick, M Gerstein, AC Gavin, G Superti-Furga, J Greenblatt, J Bader, P Uetz, M Tyers, P Legrain, S Fields, N Mulder, M Gilson, M Niepmann, L Burgoon, J De Las Rivas, C Prieto, VM Perreau, C Hogue, HW Mewes, R Apweiler, I Xenarios, D Eisenberg, G Cesareni, H Hermjakob	Nat Biotechnol	17687370	894-8	25	2007	(2007). <i>Nat Biotechnol</i>&nbsp;25:894-8.	The minimum information required for reporting a molecular interaction experiment (MIMIx).	
TE Royce, JS Rozowsky, MB Gerstein	Nucleic Acids Res	17686789	e99	35	2007	(2007). <i>Nucleic Acids Res</i>&nbsp;35:e99.	Toward a universal microarray: prediction of gene expression through nearest-neighbor probe sequence identification.	PMC1976448
AR Borneman, ZD Zhang, J Rozowsky, MR Seringhaus, M Gerstein, M Snyder	Funct Integr Genomics	17638031	335-45	7	2007	(2007). <i>Funct Integr Genomics</i>&nbsp;7:335-45.	Transcription factor binding site identification in yeast: a comparison of high-density oligonucleotide and PCR-based microarray platforms.	
SC Flores, MB Gerstein	BMC Bioinformatics	17587456	215	8	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8:215.	FlexOracle: predicting flexible hinges by identification of stable domains.	PMC1933439
LJ Lu, A Sboner, YJ Huang, HX Lu, TA Gianoulis, KY Yip, PM Kim, GT Montelione, MB Gerstein	Trends Biochem Sci	17583513	320-31	32	2007	(2007). <i>Trends Biochem Sci</i>&nbsp;32:320-31.	Comparing classical pathways and modern networks: towards the development of an edge ontology.	
ENCODE Project Consortium, E Birney, JA Stamatoyannopoulos, A Dutta, R Guig&#243;, TR Gingeras, EH Margulies, Z Weng, M Snyder, ET Dermitzakis, RE Thurman, MS Kuehn, CM Taylor, S Neph, CM Koch, S Asthana, A Malhotra, I Adzhubei, JA Greenbaum, RM Andrews, P Flicek, PJ Boyle, H Cao, NP Carter, GK Clelland, S Davis, N Day, P Dhami, SC Dillon, MO Dorschner, H Fiegler, PG Giresi, J Goldy, M Hawrylycz, A Haydock, R Humbert, KD James, BE Johnson, EM Johnson, TT Frum, ER Rosenzweig, N Karnani, K Lee, GC Lefebvre, PA Navas, F Neri, SC Parker, PJ Sabo, R Sandstrom, A Shafer, D Vetrie, M Weaver, S Wilcox, M Yu, FS Collins, J Dekker, JD Lieb, TD Tullius, GE Crawford, S Sunyaev, WS Noble, I Dunham, F Denoeud, A Reymond, P Kapranov, J Rozowsky, D Zheng, R Castelo, A Frankish, J Harrow, S Ghosh, A Sandelin, IL Hofacker, R Baertsch, D Keefe, S Dike, J Cheng, HA Hirsch, EA Sekinger, J Lagarde, JF Abril, A Shahab, C Flamm, C Fried, J Hackerm&#252;ller, J Hertel, M Lindemeyer, K Missal, A Tanzer, S Washietl, J Korbel, O Emanuelsson, JS Pedersen, N Holroyd, R Taylor, D Swarbreck, N Matthews, MC Dickson, DJ Thomas, MT Weirauch, J Gilbert, J Drenkow, I Bell, X Zhao, KG Srinivasan, WK Sung, HS Ooi, KP Chiu, S Foissac, T Alioto, M Brent, L Pachter, ML Tress, A Valencia, SW Choo, CY Choo, C Ucla, C Manzano, C Wyss, E Cheung, TG Clark, JB Brown, M Ganesh, S Patel, H Tammana, J Chrast, CN Henrichsen, C Kai, J Kawai, U Nagalakshmi, J Wu, Z Lian, J Lian, P Newburger, X Zhang, P Bickel, JS Mattick, P Carninci, Y Hayashizaki, S Weissman, T Hubbard, RM Myers, J Rogers, PF Stadler, TM Lowe, CL Wei, Y Ruan, K Struhl, M Gerstein, SE Antonarakis, Y Fu, ED Green, U Kara&#246;z, A Siepel, J Taylor, LA Liefer, KA Wetterstrand, PJ Good, EA Feingold, MS Guyer, GM Cooper, G Asimenos, CN Dewey, M Hou, S Nikolaev, JI Montoya-Burgos, A L&#246;ytynoja, S Whelan, F Pardi, T Massingham, H Huang, NR Zhang, I Holmes, JC Mullikin, A Ureta-Vidal, B Paten, M Seringhaus, D Church, K Rosenbloom, WJ Kent, EA Stone, NISC Comparative Sequencing Program, Baylor College of Medicine Human Genome Sequencing Center, Washington University Genome Sequencing Center, Broad Institute, Children's Hospital Oakland Research Institute, S Batzoglou, N Goldman, RC Hardison, D Haussler, W Miller, A Sidow, ND Trinklein, ZD Zhang, L Barrera, R Stuart, DC King, A Ameur, S Enroth, MC Bieda, J Kim, AA Bhinge, N Jiang, J Liu, F Yao, VB Vega, CW Lee, P Ng, A Shahab, A Yang, Z Moqtaderi, Z Zhu, X Xu, S Squazzo, MJ Oberley, D Inman, MA Singer, TA Richmond, KJ Munn, A Rada-Iglesias, O Wallerman, J Komorowski, JC Fowler, P Couttet, AW Bruce, OM Dovey, PD Ellis, CF Langford, DA Nix, G Euskirchen, S Hartman, AE Urban, P Kraus, S Van Calcar, N Heintzman, TH Kim, K Wang, C Qu, G Hon, R Luna, CK Glass, MG Rosenfeld, SF Aldred, SJ Cooper, A Halees, JM Lin, HP Shulha, X Zhang, M Xu, JN Haidar, Y Yu, Y Ruan, VR Iyer, RD Green, C Wadelius, PJ Farnham, B Ren, RA Harte, AS Hinrichs, H Trumbower, H Clawson, J Hillman-Jackson, AS Zweig, K Smith, A Thakkapallayil, G Barber, RM Kuhn, D Karolchik, L Armengol, CP Bird, PI de Bakker, AD Kern, N Lopez-Bigas, JD Martin, BE Stranger, A Woodroffe, E Davydov, A Dimas, E Eyras, IB Hallgr&#237;msd&#243;ttir, J Huppert, MC Zody, GR Abecasis, X Estivill, GG Bouffard, X Guan, NF Hansen, JR Idol, VV Maduro, B Maskeri, JC McDowell, M Park, PJ Thomas, AC Young, RW Blakesley, DM Muzny, E Sodergren, DA Wheeler, KC Worley, H Jiang, GM Weinstock, RA Gibbs, T Graves, R Fulton, ER Mardis, RK Wilson, M Clamp, J Cuff, S Gnerre, DB Jaffe, JL Chang, K Lindblad-Toh, ES Lander, M Koriabine, M Nefedov, K Osoegawa, Y Yoshinaga, B Zhu, PJ de Jong	Nature	17571346	799-816	447	2007	(2007). <i>Nature</i>&nbsp;447:799-816.	Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project.	PMC2212820
GM Euskirchen, JS Rozowsky, CL Wei, WH Lee, ZD Zhang, S Hartman, O Emanuelsson, V Stolc, S Weissman, MB Gerstein, Y Ruan, M Snyder	Genome Res	17568005	898-909	17	2007	(2007). <i>Genome Res</i>&nbsp;17:898-909.	Mapping of transcription factor binding regions in mammalian cells by ChIP: comparison of array- and sequencing-based technologies.	PMC1891348
S Washietl, JS Pedersen, JO Korbel, C Stocsits, AR Gruber, J Hackerm&#252;ller, J Hertel, M Lindemeyer, K Reiche, A Tanzer, C Ucla, C Wyss, SE Antonarakis, F Denoeud, J Lagarde, J Drenkow, P Kapranov, TR Gingeras, R Guig&#243;, M Snyder, MB Gerstein, A Reymond, IL Hofacker, PF Stadler	Genome Res	17568003	852-64	17	2007	(2007). <i>Genome Res</i>&nbsp;17:852-64.	Structured RNAs in the ENCODE selected regions of the human genome.	PMC1891344
D Zheng, A Frankish, R Baertsch, P Kapranov, A Reymond, SW Choo, Y Lu, F Denoeud, SE Antonarakis, M Snyder, Y Ruan, CL Wei, TR Gingeras, R Guig&#243;, J Harrow, MB Gerstein	Genome Res	17568002	839-51	17	2007	(2007). <i>Genome Res</i>&nbsp;17:839-51.	Pseudogenes in the ENCODE regions: consensus annotation, analysis of transcription, and evolution.	PMC1891343
ZD Zhang, A Paccanaro, Y Fu, S Weissman, Z Weng, J Chang, M Snyder, MB Gerstein	Genome Res	17567997	787-97	17	2007	(2007). <i>Genome Res</i>&nbsp;17:787-97.	Statistical analysis of the genomic distribution and correlation of regulatory elements in the ENCODE regions.	PMC1891338
JS Rozowsky, D Newburger, F Sayward, J Wu, G Jordan, JO Korbel, U Nagalakshmi, J Yang, D Zheng, R Guig&#243;, TR Gingeras, S Weissman, P Miller, M Snyder, MB Gerstein	Genome Res	17567993	732-45	17	2007	(2007). <i>Genome Res</i>&nbsp;17:732-45.	The DART classification of unannotated transcription within the ENCODE regions: associating transcription with known and novel loci.	PMC1891334
ND Trinklein, U Kara&#246;z, J Wu, A Halees, S Force Aldred, PJ Collins, D Zheng, ZD Zhang, MB Gerstein, M Snyder, RM Myers, Z Weng	Genome Res	17567992	720-31	17	2007	(2007). <i>Genome Res</i>&nbsp;17:720-31.	Integrated analysis of experimental data sets reveals many novel promoters in 1% of the human genome.	PMC1891333
MB Gerstein, C Bruce, JS Rozowsky, D Zheng, J Du, JO Korbel, O Emanuelsson, ZD Zhang, S Weissman, M Snyder	Genome Res	17567988	669-81	17	2007	(2007). <i>Genome Res</i>&nbsp;17:669-81.	What is a gene, post-ENCODE? History and updated definition.	
TE Royce, NJ Carriero, MB Gerstein	BMC Bioinformatics	17555595	186	8	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8:186.	An efficient pseudomedian filter for tiling microrrays.	PMC1913926
JO Korbel, AE Urban, F Grubert, J Du, TE Royce, P Starr, G Zhong, BS Emanuel, SM Weissman, M Snyder, MB Gerstein	Proc Natl Acad Sci U S A	17551006	10110-5	104	2007	(2007). <i>Proc Natl Acad Sci U S A</i>&nbsp;104:10110-5.	Systematic prediction and validation of breakpoints associated with copy-number variants in the human genome.	PMC1891248
H Yu, R Jansen, G Stolovitzky, M Gerstein	Bioinformatics	17540677	2163-73	23	2007	(2007). <i>Bioinformatics</i>&nbsp;23:2163-73.	Total ancestry measure: quantifying the similarity in tree-like classification, with genomic applications.	
L Wu, SI Hwang, K Rezaul, LJ Lu, V Mayya, M Gerstein, JK Eng, DH Lundgren, DK Han	Mol Cell Proteomics	17519225	1343-53	6	2007	(2007). <i>Mol Cell Proteomics</i>&nbsp;6:1343-53.	Global survey of human T leukemic cells by integrating proteomics and transcriptomics profiling.	
SC Flores, LJ Lu, J Yang, N Carriero, MB Gerstein	BMC Bioinformatics	17519025	167	8	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8:167.	Hinge Atlas: relating protein sequence to sites of structural flexibility.	PMC1913541
ZD Zhang, J Rozowsky, HY Lam, J Du, M Snyder, M Gerstein	Genome Biol	17501994	R81	8	2007	(2007). <i>Genome Biol</i>&nbsp;8:R81.	Tilescope: online analysis pipeline for high-density tiling microarray data.	PMC1929149
M Gerstein, M Seringhaus, S Fields	Nature	17495904	142	447	2007	(2007). <i>Nature</i>&nbsp;447:142.	Structured digital abstract makes text mining easy.	
AK Smith, KH Cheung, KY Yip, M Schultz, MK Gerstein	BMC Bioinformatics	17493288	S5	8 Suppl 3	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8 Suppl 3:S5.	LinkHub: a Semantic Web system that facilitates cross-database queries and information retrieval in proteomics.	PMC1892102
X Zhu, M Gerstein, M Snyder	Genes Dev	17473168	1010-24	21	2007	(2007). <i>Genes Dev</i>&nbsp;21:1010-24.	Getting connected: analysis and principles of biological networks.	
M Gerstein, SM Douglas	PLoS Comput Biol	17465677	e80	3	2007	(2007). <i>PLoS Comput Biol</i>&nbsp;3:e80.	RNAi development.	PMC1857818
H Yu, PM Kim, E Sprecher, V Trifonov, M Gerstein	PLoS Comput Biol	17447836	e59	3	2007	(2007). <i>PLoS Comput Biol</i>&nbsp;3:e59.	The importance of bottlenecks in protein networks: correlation with gene essentiality and expression dynamics.	PMC1853125
TE Royce, JS Rozowsky, MB Gerstein	Bioinformatics	17387113	988-97	23	2007	(2007). <i>Bioinformatics</i>&nbsp;23:988-97.	Assessing the need for sequence-based normalization in tiling microarray experiments.	
D Zheng, MB Gerstein	Trends Genet	17382428	219-24	23	2007	(2007). <i>Trends Genet</i>&nbsp;23:219-24.	The ambiguous boundary between genes and pseudogenes: the dead rise up, or do they?	
L Li, X Wang, R Sasidharan, V Stolc, W Deng, H He, J Korbel, X Chen, W Tongprasit, P Ronald, R Chen, M Gerstein, XW Deng	PLoS One	17372628	e294	2	2007	(2007). <i>PLoS One</i>&nbsp;2:e294.	Global identification and characterization of transcriptionally active regions in the rice genome.	PMC1808428
SC Popescu, GV Popescu, S Bachan, Z Zhang, M Seay, M Gerstein, M Snyder, SP Dinesh-Kumar	Proc Natl Acad Sci U S A	17360592	4730-5	104	2007	(2007). <i>Proc Natl Acad Sci U S A</i>&nbsp;104:4730-5.	Differential binding of calmodulin-related proteins to their targets revealed through high-density Arabidopsis protein microarrays.	PMC1838668
MG Smith, TA Gianoulis, S Pukatzki, JJ Mekalanos, LN Ornston, M Gerstein, M Snyder	Genes Dev	17344419	601-14	21	2007	(2007). <i>Genes Dev</i>&nbsp;21:601-14.	New insights into Acinetobacter baumannii pathogenesis revealed by high-density pyrosequencing and transposon mutagenesis.	PMC1820901
Z Zhang, AW Pang, M Gerstein	BMC Evol Biol	17288572	S14	7 Suppl 1	2007	(2007). <i>BMC Evol Biol</i>&nbsp;7 Suppl 1:S14.	Comparative analysis of genome tiling array data reveals many novel primate-specific functional RNAs in human.	PMC1796608
MR Seringhaus, MB Gerstein	BMC Bioinformatics	17239245	17	8	2007	(2007). <i>BMC Bioinformatics</i>&nbsp;8:17.	Publishing perishing? Towards tomorrow's information architecture.	PMC1781953
M Seringhaus, M Gerstein	Science	17204626	40-1	315	2007	(2007). <i>Science</i>&nbsp;315:40-1.	Chemistry Nobel rich in structure.	
H Yu, K Nguyen, T Royce, J Qian, K Nelson, M Snyder, M Gerstein	Nucleic Acids Res	17158151	e8	35	2007	(2007). <i>Nucleic Acids Res</i>&nbsp;35:e8.	Positional artifacts in microarrays: experimental verification and construction of COP, an automated detection tool.	PMC1802630
